Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles
2020-10-07,"Alameda, CA",,Collective Bargaining,Collective Bargaining; Against hazardous conditions; Against understaffing,No,https://www.sfchronicle.com/bayarea/article/Thousands-of-East-Bay-health-care-workers-launch-15629332.php,2
2020-10-07,"University of Utah, Salt Lake City, UT",,Other,Other; For progressive agenda,Yes,https://www.deseret.com/utah/2020/10/7/21505856/vice-presidential-debate-kamala-harris-mike-pence-university-utah-salt-lake-city-republican-democrat,2
2020-10-07,"University of Utah, Salt Lake City, UT",,Other,Other; For conservative agenda,No,https://www.deseret.com/utah/2020/10/7/21505856/vice-presidential-debate-kamala-harris-mike-pence-university-utah-salt-lake-city-republican-democrat,2
2020-10-07,"Buffalo, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://buffalonews.com/news/local/crime-and-courts/im-good-the-city-is-not-good-man-pushed-by-police-speaks-at-protest/article_35043aa4-08c5-11eb-94cc-5f2dfac76e4b.html,1
2020-10-07,"West Los Angeles, CA",100,International Relations,International; Against war; Armenia,No,https://abc7.com/armenia-protest-azerbaijan-el-segundo-glendale/6834515/,1
2020-10-07,"Borough Park, Brooklyn, NY",300,Education,Education; Executive; For 45th president; Against pandemic intervention; Coronavirus,No,https://forward.com/news/456003/heshy-tischler-borough-park-coronavirus-rules-orthodox-jews/,15
2020-10-07,"Biloxi, MS",100,Executive,Executive; For 45th president,No,https://www.sunherald.com/news/politics-government/election/article246288675.html,2
2020-10-07,"Tipp City, OH",40,Education,Education; For more permissive enrollment,No,https://www.daytondailynews.com/news/tipp-high-school-students-rally-behind-senior-asked-to-leave-district/ZIBSTV2XGVH5HEYSLJLGGZC7EM/,2
2020-10-07,"Manassas, VA",100,Education,Education; Against hazardous conditions; Coronavirus,Yes,https://wtop.com/prince-william-county/2020/10/va-teachers-union-apologizes-for-using-coffin-props-at-protest/,6
2020-10-07,"Chicago, IL",4,Collective Bargaining,Collective Bargaining; Against hazardous conditions; Coronavirus,Yes,https://www.chicagotribune.com/coronavirus/ct-coronavirus-purple-pig-strike-coronavirus-20201007-s3vrarqtjjb7zpf33u7et634ai-story.html,1
2020-10-07,"Greenwich Village, New York, NY",,Collective Bargaining,Collective Bargaining; For worker rights; Coronavirus,Yes,https://www.pix11.com/news/coronavirus/essential-workers-rally-for-safety-standards-and-protections,1
2020-10-07,"Carbondale, CO",60,Executive,Executive; For 45th president,No,https://www.aspendailynews.com/news/trump-rally-garners-mostly-positive-feedback-from-rush-hour-commuters/article_16e7396e-0914-11eb-8402-4b2cf6c0f4a9.html,1
2020-10-07,"Roswell, NM",,Education,Education; Against pandemic intervention; Coronavirus,No,https://www.rdrnews.com/2020/10/07/parents-students-protest-school-closure/,1
2020-10-07,"Washington, DC",,Education,Education; Against firing/reassignment,No,https://www.wusa9.com/article/news/education/dc-principal-who-opposed-reopening-plan-dismissed-one-month-before-planned-return-to-in-person-instruction/65-93ee5966-4da0-4722-9bf5-e4ec67891cee,1
2020-10-07,"Wauwatosa, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/local/2020/10/08/wauwatosa-mensah-protest-mother-alvin-cole-arrested-police/5932518002/,14
2020-10-07,"Minneapolis, MN",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/c45812e7ae9fefb65ec5fb1dbb87a774,4
2020-10-07,"Annapolis, MD",,Education,Education; Against hazardous conditions; Coronavirus,Yes,https://wtop.com/anne-arundel-county/2020/10/teachers-protest-in-maryland-against-in-person-classes/,1
2020-10-07,"Forest Hills, Queens, NY",30,Education,Education; Against pandemic intervention; Coronavirus,No,https://www.qchron.com/editions/central/parents-protest-cuomo-s-school-closure-at-forest-hills-ps-196/article_bf7d0ef6-0986-11eb-b900-7f7f310f90a6.html,1
2020-10-07,"Edgemont Memorial Park, Montclair, CO",,Education,Education; Against pandemic intervention; Coronavirus,No,https://www.montclairlocal.news/2020/10/15/parents-in-person-rally-montclair-nj/,1
2020-10-07,"Louisville, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/2020/10/22/national-day-protests-75-people-gather-jefferson-square-park/3718242001/,2
2020-10-08,"State Capitol, Lansing, MI",100,Executive,Executive; Against state executive,No,https://www.michiganadvance.com/2020/10/08/republican-leaders-join-anti-whitmer-rally-outside-capitol-after-fbi-reports-murder-plot-against-her/,2
2020-10-08,"Williamsville, NY",,Executive,Executive; Against 45th president,Yes,https://news.wbfo.org/post/five-arrested-protest-outside-erie-county-gop-fundraiser,1
2020-10-08,"Wauwatosa, WI",50,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/local/2020/10/08/wauwatosa-mensah-protest-mother-alvin-cole-arrested-police/5932518002/,20
2020-10-08,"State Capitol, Lansing, MI",30,Executive,Executive; For state executive,No,https://www.hollandsentinel.com/news/20201009/group-rallies-in-support-of-whitmer-hours-after-fbi-reveals-kidnapping-plan,1
2020-10-08,"Lakeside Park, Burlington, VT",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcax.com/2020/10/09/crticis-call-burlington-protesters-actions-thursday-inappropriate/,3
2020-10-08,"Tacoma, WA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thenewstribune.com/news/local/article246331345.html,1
2020-10-08,"Parkersburg, WV",,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.wtap.com/2020/10/09/kroger-employees-protest-in-the-mid-ohio-valley/,1
2020-10-08,"Seaford, NY",300,Executive,Executive; For 45th president,No,"https://www.liherald.com/stories/hundreds-show-support-for-trump-in-seaford-to-bellmore-car-caravan,128162",1
2020-10-08,"Jasper County Courthouse, Joplin, MO",30,Racial Injustice,Civil Rights; For racial justice; For firing/reassignment,Yes,https://www.joplinglobe.com/news/local_news/joplin-for-justice-protest-calls-for-county-official-john-bartosh-to-resign/article_b0367af6-d630-57bb-867e-6c97dc5320c4.html,1
2020-10-08,"Grand Valley State University, Allendale, MI",100,Racial Injustice,Civil Rights; Education; For racial justice,Yes,https://lanthorn.com/77802/news/hundreds-gather-for-black-lives-matter-protest-march-on-allendale-campus/,2
2020-10-08,"St. Louis, MO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.studlife.com/?p=102370,1
2020-10-08,"Greeley, CO",20,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.foxnews.com/us/colorado-seniors-protest-coronavirus-restrictions-we-want-to-see-our-families,2
2020-10-08,"Costa Mesa, CA",,Education,Education; Against pandemic intervention; Coronavirus,No,https://www.latimes.com/socal/daily-pilot/news/story/2020-10-23/newport-mesa-parents-students-protest-at-district-office-in-support-of-reopening-secondary-schools,1
2020-10-08,"Louisville, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/2020/10/22/national-day-protests-75-people-gather-jefferson-square-park/3718242001/,2
2020-10-09,"Albuquerque, NM",20,Healthcare,Healthcare; Against pandemic intervention; Sports; Coronavirus,No,https://www.koat.com/article/like-a-shot-to-the-heart-student-athletes-and-parents-protest-nm-covid-rules/34332567,1
2020-10-09,"East Haven, CT",30,Other,Other; For continued investigation,No,https://www.nhregister.com/metro/article/Slain-East-Haven-woman-s-family-supporters-15635283.php,1
2020-10-09,"Provo Canyon School, Provo, UT",200,Education,Education; Against closure/relocation; Against child abuse,No,https://www.myrtlebeachonline.com/entertainment/article246355860.html,12
2020-10-09,"University of Missouri, Columbia, MO",40,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.columbiamissourian.com/news/higher_education/protesters-referred-to-mu-conduct-office-after-recent-demonstration/article_e3e98492-08d5-11eb-a6b5-f78230097426.html,1
2020-10-09,"Idaho Falls, ID",20,Education,Education; Against pandemic intervention; Coronavirus,No,https://localnews8.com/news/local-news/2020/10/09/students-rally-at-d91-offices-in-idaho-falls/,1
2020-10-09,"Decatur, GA",20,Education,Education; Against hazardous conditions; Coronavirus,Yes,https://www.ajc.com/education/decatur-teachers-parents-again-protest-school-reopening-plan/6W2SJVLRE5GKRJ2YDWHAPASTUM/,1
2020-10-09,"Aiken High School, Aiken, SC",100,Education,Education; Against hazardous conditions; Coronavirus,Yes,https://www.postandcourier.com/aikenstandard/education/aiken-area-teachers-students-protest-return-to-five-day-in-person-instruction/article_94073f94-0a30-11eb-a6f2-b346b6bbe4fb.html,3
2020-10-09,"State Capitol, Providence, RI",,International Relations,International; Against war; Armenia,No,https://www.wpri.com/news/local-news/providence/another-genocide-is-happening-ri-armenians-rally-at-state-house/,2
2020-10-09,"Greenfield Common, Greenfield, MA",30,Executive,Executive; For 45th president,No,https://www.recorder.com/Trump-supporters-rally-in-Greenfield-for-his-re-election-36723663,1
2020-10-09,"Henderson, NV",30,Executive,Executive; Against candidate,No,https://www.reviewjournal.com/news/politics-and-government/nevada/joe-biden-holds-rally-in-las-vegas-2144628/,1
2020-10-09,"Wauwatosa, WI",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/2020/10/10/wauwatosa-protests-police-fire-tear-gas-28-arrested/5952857002/,7
2020-10-09,"Chester, VT",,Environment,Environment; Against climate change,Yes,https://www.eagletimes.com/community/local-residents-rally-around-key-issues-urge-people-to-vote/image_3bea339a-208d-5fdb-9c13-fe37e6db5364.html,1
2020-10-09,"Forsyth County Jail, Winston-Salem, NC",,Other,Other; Against hazardous conditions; Prisons; Coronavirus,Yes,https://journalnow.com/news/local/demonstrators-protest-against-wellpath-the-medical-provider-at-the-forsyth-county-jail/article_974d67d2-0a6c-11eb-bbff-f303c2df204f.html,1
2020-10-09,"Downtown, Los Angeles, CA",,Immigration,Immigration; For sanctuary city/state,Yes,https://losangeles.cbslocal.com/2020/10/10/activists-cage-themselves-in-dtla-for-48-hours-in-opposition-of-ice-raids-on-immigrants/,1
2020-10-09,"Anacortes, WA",300,Executive,Executive; For candidate,No,https://www.goskagit.com/news/local_news/socially-distanced-rally-held-in-anacortes/article_a80b6ca7-500a-532e-bac0-9bf004172501.html,1
2020-10-09,"Mile Square Park, Fountain Valley, CA",200,International Relations,International; Against war; Armenia,No,https://www.ocregister.com/orange-county-armenians-rally-to-shed-light-on-turkeys-shelling-of-azerbaijan-enclave,3
2020-10-09,"University of Wisconsin, Madison, WI",150,Racial Injustice,Civil Rights; Education; For racial justice; Against police presence,Yes,https://www.dailycardinal.com/article/2020/10/bipoc-co-taa-march-for-police-free-campus,2
2020-10-09,"Northwest, Washington, DC",,Other,Other; Against city councilor; Local governance,No,https://www.wusa9.com/article/news/local/dc/dc-councilmember-anita-bonds-says-protestors-crossed-the-line/65-e0b0c0d7-7e00-4844-8535-87e92f2cefd6,2
2020-10-09,"Jackson Heights, Queens, NY",10,Healthcare,Healthcare; For greater funding; Coronavirus,Yes,https://qns.com/2020/10/demonstrators-call-for-more-hospital-beds-in-jackson-heights/,1
2020-10-09,"Elkin, NC",300,Other,Other; For supporting police,No,https://www.elkintribune.com/news/30742/support-the-police-rally-held-in-elkin,2
2020-10-09,"East River Park, New York, NY",,Other,Other; Against closure/relocation; Park,No,https://www.amny.com/manhattan/art-attack-offered-fleeting-protest-of-controversial-east-river-park-resiliency-project/,2
2020-10-09,"Louisville, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/2020/10/22/national-day-protests-75-people-gather-jefferson-square-park/3718242001/,2
2020-10-10,"Yowell Meadow Park, Culpeper, VA",80,Executive,Executive; For 45th president,No,https://starexponent.com/news/local-latinos-rally-for-trump-at-culpeper-event/article_e1b42aca-e95b-5c39-8a69-6f8e12d884f8.html,2
2020-10-10,"Bellevue, WA",20,Executive,Executive; For 45th president,No,https://www.yakimaherald.com/news/local/yakima-county-gop-supporters-head-to-bellevue-for-rally/article_ded06b06-3949-521a-8e26-f5ad4bc1f60e.html,2
2020-10-10,"Algonquin, IL",,Executive,Executive; For 45th president,No,https://www.dailyherald.com/news/20201010/trump-supporters-rally-in-algonquin-calling-for-four-more-years,3
2020-10-10,"Morgantown, WV",100,Other,Other; For supporting police,No,https://www.wvnews.com/news/wvnews/back-the-blue-pro-police-rally-in-morgantown-draws-more-than-100-bikers/article_45bde904-d7eb-5623-8b05-88ead2becf4d.html,6
2020-10-10,"State Capitol, St. Paul, MN",20,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.startribune.com/home-care-providers-and-clients-rally-for-support-from-minnesota-legislators/572702801/,1
2020-10-10,"Bakersfield, CA",50,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bakersfield.com/news/activists-rally-at-sheriffs-office-to-protest-the-death-of-mickel-lewis/article_49b190f6-0aa4-11eb-b504-1783c3350949.html,2
2020-10-10,"Stamford, CT",25,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.stamfordadvocate.com/local/article/About-25-people-march-in-peaceful-Stamford-15636780.php,1
2020-10-10,"Tyler Park, Louisville, KY",500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/local/breonna-taylor/2020/10/10/louisville-protests-white-protesters-march-honor-breonna-taylor/5910609002/,4
2020-10-10,"State Capitol, Madison, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.channel3000.com/we-will-not-stop-social-justice-protesters-take-to-streets-in-marathon-march/,1
2020-10-10,"Austin, TX",200,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.mysanantonio.com/news/article/GOP-activists-continue-virus-backlash-with-Abbott-15636618.php,9
2020-10-10,"Santa Fe Plaza, Santa Fe, NM",,Racial Injustice,Civil Rights; For racial justice; Against colonization; Native Americans,Yes,https://www.santafenewmexican.com/news/local_news/activists-occupy-santa-fe-plaza-in-protest-of-obelisk/article_fa6f354e-0b3d-11eb-bc1f-7395a446c826.html,3
2020-10-10,"Boston, MA",100,Racial Injustice,Civil Rights; For racial justice; Against colonization; Native Americans,Yes,https://www.bostonglobe.com/2020/10/11/metro/protesters-march-boston-common-denounce-columbus-support-indigenous-peoples-day/,3
2020-10-10,"Decatur, IL",13,Executive,Executive; For 45th president,No,https://herald-review.com/news/local/govt-and-politics/watch-now-supporters-for-president-trump-gop-candidates-rally-in-decatur/article_d6c97980-e765-5a7e-b19e-61343a5a4c07.html,1
2020-10-10,"Demarest, NJ",,Executive,Executive; Against mismanagement; Post Office,Yes,https://newjersey.news12.com/valley-for-change-rallies-to-support-usps-demands-fair-election,1
2020-10-10,"City Hall, Hobart, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nwitimes.com/news/local/lake/protesters-seeking-justice-for-breonna-taylor-march-in-hobart/article_f388edbf-1c98-51e9-85a1-cf3ae5e0074c.html,1
2020-10-10,"Worcester, MA",20,Other,Other; Against vaccines,No,https://whdh.com/news/parents-in-worcester-protest-requirement-of-flu-vaccine/,1
2020-10-10,"Dorchester, MA",50,Education,Education; Against hazardous conditions; Coronavirus,Yes,https://www.wcvb.com/article/boston-teachers-union-rally-in-dorchester-october-10-2020/34336276,3
2020-10-10,"Orrington, ME",200,Executive,Executive; For 45th president,No,https://www.wabi.tv/2020/10/10/hundreds-of-trump-supporters-gather-in-bangor-area-for-parade-and-rally-as-election-nears/,1
2020-10-10,"Tulsa, OK",50,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://tulsaworld.com/news/local/demonstrators-paint-blm-in-front-of-city-hall-to-protest-systemic-racism-removal-of-greenwood/article_7cf93af4-0a68-11eb-85a2-d77b4c475428.html,2
2020-10-10,"Algonquin, IL",,Executive,Executive; Against 45th president; Counter protest,Yes,https://www.nwherald.com/2020/10/10/trump-supporters-rally-in-algonquin-for-four-more-years/aksh4mh/,1
2020-10-10,"Ogdensburg, NY",,Other,Other; For progressive agenda; Poor People's Campaign,Yes,https://www.nny360.com/news/stlawrencecounty/north-country-poor-people-s-campaign-advocates-for-unity-to-overcome-poverty-during-saturday-march/article_d7be0b46-4871-52bc-9227-91c872ee891d.html,1
2020-10-10,"State Capitol, Phoenix, AZ",200,Other,Other; For conservative agenda,No,https://www.azcentral.com/story/news/politics/arizona/2020/10/09/group-pushed-reopen-arizona-rallies-jerry-sheridan-merissa-hamilton/5942704002/,1
2020-10-10,"Cambridge, MD",,Executive,Executive; For 45th president,No,https://www.stardem.com/easternshore/dorchester_star/news/drinks-cups-thrown-at-trump-supporters-at-roadside-rally-state-police-investigating/article_fe848931-d928-5dd3-b9e8-c02eabe53ba7.html,1
2020-10-10,"Cambridge, MD",,Executive,Executive; Against 45th president; Counter protest,Yes,https://www.stardem.com/easternshore/dorchester_star/news/drinks-cups-thrown-at-trump-supporters-at-roadside-rally-state-police-investigating/article_fe848931-d928-5dd3-b9e8-c02eabe53ba7.html,1
2020-10-10,"Taos, NM",10,Executive,Executive; Against 45th president; Counter protest,Yes,https://www.taosnews.com/coronavirus/updates/republican-trump-taos-calhoun-democrats-protestors-rally/article_2e836f62-0b4d-11eb-baa5-a763296a6de7.html,3
2020-10-10,"Taos, NM",200,Executive,Executive; For 45th president,No,https://www.taosnews.com/coronavirus/updates/republican-trump-taos-calhoun-democrats-protestors-rally/article_2e836f62-0b4d-11eb-baa5-a763296a6de7.html,3
2020-10-10,"Manchester, NH",,Other,Other; For supporting police,No,https://manchesterinklink.com/saturday-rally-sought-to-support-police-and-build-unity/,1
2020-10-10,"Denver, CO",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest; Police,Yes,https://denverite.com/2020/10/10/person-shot-in-downtown-denver-amid-dueling-anti-fascist-and-patriot-rallies/,57
2020-10-10,"Denver, CO",100,Civil Rights,Civil Rights; For white supremacy,No,https://denverite.com/2020/10/10/person-shot-in-downtown-denver-amid-dueling-anti-fascist-and-patriot-rallies/,64
2020-10-10,"Mableton, GA",90,Other,Other; For supporting police,No,https://www.mdjonline.com/news/church-members-cobb-police-march-for-unity/article_a16bfeca-0b1d-11eb-a980-9b5d920a9733.html,1
2020-10-10,"North Royalton, OH",50,Other,Other; For supporting police,No,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/north-royalton-residents-hold-protest-against-issue-24-involving-first-responders,1
2020-10-10,"Perry Square, Erie, PA",,International Relations,International; Against war; Armenia,No,https://www.yourerie.com/news/group-of-erie-residents-with-armenian-backgrounds-came-together-for-a-demonstration-for-peace-in-perry-square/,2
2020-10-10,"Golden Gate Bridge, San Francisco, CA",2000,International Relations,International; Against war; Armenia,No,https://www.sfgate.com/bayarea/article/Thousands-march-across-Golden-Gate-Bridge-over-15636894.php,3
2020-10-10,"Bristol, TN",40,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://heraldcourier.com/news/local/black-lives-matter-protest-held-in-downtown-bristol-tenn/article_cf9b7e82-0b41-11eb-ac35-d713b158cce1.html,2
2020-10-10,"Portland, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.oregonlive.com/portland/2020/10/portland-police-make-sweeping-arrests-after-saturday-night-protest-blocks-street.html,8
2020-10-10,"Milwaukie, OR",40,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.oregonlive.com/coronavirus/2020/10/portland-bowling-alleys-rally-to-reopen-under-coronavirus-restrictions.html,2
2020-10-10,"Dallas, OR",,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.oregonlive.com/coronavirus/2020/10/portland-bowling-alleys-rally-to-reopen-under-coronavirus-restrictions.html,1
2020-10-10,"Solvang, CA",,Other,Other; For animal welfare,No,https://newspress.com/peta-protest-in-solvang/,1
2020-10-10,"Santa Barbara County Courthouse, Santa Barbara, CA",,Education,Education; Against curriculum changes,No,https://keyt.com/news/education/2020/10/10/parents-protest-sb-unifieds-new-sex-education-curriculum/,1
2020-10-10,"Green Lake Park, Seattle, WA",20,Other,Other; For supporting police,No,https://www.kiro7.com/news/local/defend-police-rally-attracts-dozens-black-clad-opponents/CYZYADYAQRFSHPKYYBXQ75E3RI/,1
2020-10-10,"Green Lake Park, Seattle, WA",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest; Police,Yes,https://www.kiro7.com/news/local/defend-police-rally-attracts-dozens-black-clad-opponents/CYZYADYAQRFSHPKYYBXQ75E3RI/,1
2020-10-10,"Overland Park, KS",100,Other,Other; For supporting police,No,https://fox4kc.com/news/st-louis-couple-who-pointed-guns-at-protestors-speak-at-overland-park-rally/,1
2020-10-10,"Wilmington, NC",,Executive,Executive; For candidate,No,https://www.wwaytv3.com/2020/10/11/woman-arrested-during-dueling-trump-biden-rallies/,1
2020-10-10,"Wilmington, NC",,Executive,Executive; For 45th president,No,https://www.wwaytv3.com/2020/10/11/woman-arrested-during-dueling-trump-biden-rallies/,1
2020-10-10,"Brooklyn Bridge, New York, NY",,International Relations,International; Against war; Armenia,No,https://www.pix11.com/news/local-news/brooklyn/delays-closures-on-brooklyn-bridge-due-to-armenian-protest,1
2020-10-10,"Wauwatosa, WI",140,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/2020/10/10/wauwatosa-protests-police-fire-tear-gas-28-arrested/5952857002/,2
2020-10-10,"Bakersfield, CA",,Other,Other; For supporting police; Counter protest,No,https://www.kget.com/news/fight-breaks-out-at-protest-held-at-kcso-headquarters-in-response-to-officer-involved-shooting/,1
2020-10-10,"Baltimore, MD",20,Environment,Environment; Against hazardous conditions; Air,Yes,https://baltimorebrew.com/2020/10/11/bresco-incinerator-is-poisoning-families-protesters-outside-youngs-house-say/,1
2020-10-10,"Sacramento, CA",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abc10.com/article/news/local/elk-grove/protesters-gather-outside-of-the-home-of-a-police-officer-involved-in-alleged-harassment-of-a-black-teenager/103-aef09be1-b5a3-4f08-9cc1-46d2d33db9f3,1
2020-10-10,"San Jose, CA",300,Racial Injustice,Civil Rights; For racial justice; For continued investigation,Yes,https://www.mercurynews.com/hundreds-demand-shutdown-san-jose-fraternity-black-student-death,1
2020-10-10,"City Hall, Mesa, AZ",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/mesa/2020/10/11/protesters-march-through-downtown-mesa-decry-death-angel-benitez/5957807002/,1
2020-10-10,"Freeport, IL",,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.journalstandard.com/news/20201012/silent-witness-rally-held-for-equality,1
2020-10-10,"Georgia Southern University, Statesboro, GA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://thegeorgeanne.com/22607/news/following-grand-jury-decision-in-breonna-taylor-case-minority-organizations-march-for-continued-justice/,1
2020-10-10,"Glendale, CA",200,International Relations,International; Against war; Armenia,No,https://www.latimes.com/california/story/2020-10-11/armenian-protest-turkish-consulate,1
2020-10-10,"City Hall, Tampa, FL",,Civil Rights,Civil Rights; For freedom of assembly,Yes,http://www.fightbacknews.org/2020/10/13/tampa-activists-rally-against-anti-protest-bill,1
2020-10-10,"Nocatee, FL",,Executive,Executive; Against 45th president,Yes,https://www.news4jax.com/news/local/2020/10/15/man-police-say-was-punched-by-trump-protester-now-pressing-charges/,1
2020-10-10,"Gettysburg, PA",,Civil Rights,Civil Rights; For Confederate symbol,No,https://www.washingtonpost.com/history/2020/10/26/gettysburg-trump-black-lives-matter-clashes/,1
2020-10-10,"Fruitland, ID",150,Executive,Executive; For 45th president,No,https://www.argusobserver.com/news/organizers-plan-1-more-pre-election-trump-rally/article_f0066f92-1abe-11eb-bac2-23a43937ceac.html,1
2020-10-11,"Pueblo, CO",,Racial Injustice,Civil Rights; For racial justice; Against colonization; Native Americans,Yes,https://www.chieftain.com/story/news/2020/10/11/pueblos-first-indigenous-march-seeks-equality-all-races/5928440002/,2
2020-10-11,"Lexington, KY",100,Executive,Executive; For 45th president,No,https://www.lex18.com/news/covering-kentucky/cars-drive-in-trump-parade-while-protesters-gather-to-dump-trump,6
2020-10-11,"Salt Lake City, UT",100,Civil Rights,Civil Rights; Pro-LGBTQ; Pride,Yes,https://www.fox13now.com/news/local-news/utah-pride-road-rally-held-in-slc,2
2020-10-11,"Lexington, KY",30,Executive,Executive; Against 45th president; Counter protest,Yes,https://www.lex18.com/news/covering-kentucky/cars-drive-in-trump-parade-while-protesters-gather-to-dump-trump,4
2020-10-11,"Subaru Park, Chester, PA",,Racial Injustice,Civil Rights; For racial justice; National anthem,Yes,https://www.inquirer.com/soccer/philadelphia-union-vs-montreal-impact-players-kneeling-black-lives-matter-20201011.html,1
2020-10-11,"San Luis Obispo, CA",100,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.sanluisobispo.com/news/local/article246371830.html,1
2020-10-11,"Boston, MA",100,International Relations,International; Against war; Armenia,No,https://www.bostonglobe.com/2020/10/11/metro/local-armenian-americans-protest-turkish-conflict/,1
2020-10-11,"Beverly Hills, CA",35000,International Relations,International; Against war; Armenia,No,https://www.latimes.com/california/story/2020-10-11/armenian-protest-turkish-consulate,6
2020-10-11,"Wauwatosa, WI",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wifr.com/2020/10/12/5th-night-of-wauwatosa-police-shooting-protest-more-peaceful/,3
2020-10-11,"Pittsburgh, PA",2,Racial Injustice,Civil Rights; For racial justice; For transgender rights,Yes,https://www.fox29.com/news/2-face-charges-after-trying-to-hang-protest-banner-from-bridge-in-pittsburgh,3
2020-10-11,"Mineola, NY",30,Judicial,Judicial; Against Supreme Court nomination,No,https://www.newsday.com/long-island/politics/barrett-supreme-court-protest-1.50034289,1
2020-10-11,"Harrison, PA",100,Executive,Executive; For 45th president,No,https://triblive.com/local/valley-news-dispatch/trump-supporters-gather-in-the-valley-for-caravan-and-rally/,1
2020-10-11,"St. Clair Shores, MI",,Other,Other; Against firing/reassignment; Church,No,https://www.macombdaily.com/news/copscourts/suspended-priests-supporters-protest-at-st-joan-of-arc-church/article_2082b6f6-0c02-11eb-a5d3-a35b1558deb7.html,1
2020-10-11,"Boston Common, Boston, MA",,Other,Other; Against eviction; Coronavirus,No,https://www.wcvb.com/article/boston-rally-against-end-of-eviction-moratorium-october-11-2020/34339720,4
2020-10-11,"South Park Blocks, Portland, OR",200,Racial Injustice,Civil Rights; For racial justice; Against colonization; Native Americans,Yes,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,17
2020-10-11,"Portland, OR",,Executive,Executive; For 45th president; For supporting police,No,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,1
2020-10-11,"Portland, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest; Police,Yes,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,1
2020-10-11,"Tehachapi, CA",100,Executive,Executive; For candidate,No,https://www.bakersfield.com/news/biden-supporters-rally-at-new-billboard/article_c98c5900-0c2f-11eb-becf-8f5b55cad805.html,1
2020-10-11,"Washington, DC",,Judicial,Judicial; Against Supreme Court nomination,Yes,https://www.foxnews.com/entertainment/foxnews.com/entertainment/amy-coney-barrett-supreme-court-confirmation-handmaids-tale-protesters-capitol-hill,3
2020-10-11,"Toledo, OH",,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.wtol.com/article/news/local/blm-and-voting-rally-for-kids/512-3d6292d4-d4ef-4e47-8b19-dc46fed60392,1
